yourlist:M2014110413E2QBPDYQ	Entry	Entry name	Protein names
9926	Q92604	LGAT1_HUMAN	Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 (EC 2.3.1.-)
55509	Q9NR55	BATF3_HUMAN	Basic leucine zipper transcriptional factor ATF-like 3 (B-ATF-3) (21 kDa small nuclear factor isolated from T-cells) (Jun dimerization protein p21SNFT)
50486	P27469	G0S2_HUMAN	G0/G1 switch protein 2 (G0/G1 switch regulatory protein 2) (Putative lymphocyte G0/G1 switch gene)
3759	P63252	KCNJ2_HUMAN	Inward rectifier potassium channel 2 (Cardiac inward rectifier potassium channel) (Inward rectifier K(+) channel Kir2.1) (IRK-1) (hIRK1) (Potassium channel, inwardly rectifying subfamily J member 2)
57826	Q9Y3L5	RAP2C_HUMAN	Ras-related protein Rap-2c
5393	Q06265	EXOS9_HUMAN	Exosome complex component RRP45 (Autoantigen PM/Scl 1) (Exosome component 9) (P75 polymyositis-scleroderma overlap syndrome-associated autoantigen) (Polymyositis/scleroderma autoantigen 1) (Polymyositis/scleroderma autoantigen 75 kDa) (PM/Scl-75)
81579	Q542Y6	Q542Y6_HUMAN	Phospholipase A2, group XIIA, isoform CRA_b (cDNA PSEC0079 fis, clone NT2RP2004049, highly similar to Group XII secretory phospholipase A2 (EC 3.1.1.4)) (cDNA, FLJ93563, Homo sapiens phospholipase A2, group XII (PLA2G12), mRNA)
81579	Q9BZM1	PG12A_HUMAN	Group XIIA secretory phospholipase A2 (GXII sPLA2) (sPLA2-XII) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase 12A)
80776	Q9BPU9	B9D2_HUMAN	B9 domain-containing protein 2 (MKS1-related protein 2)
79934	Q96D53	ADCK4_HUMAN	AarF domain-containing protein kinase 4 (EC 2.7.11.-)
5208	B4DY91	B4DY91_HUMAN	cDNA FLJ53941, highly similar to 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2
5208	F6XNB3	F6XNB3_HUMAN	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2
5208	O60825	F262_HUMAN	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 (6PF-2-K/Fru-2,6-P2ase 2) (PFK/FBPase 2) (6PF-2-K/Fru-2,6-P2ase heart-type isozyme) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]
722	P04003	C4BPA_HUMAN	C4b-binding protein alpha chain (C4bp) (Proline-rich protein) (PRP)
23682	P57729	RAB38_HUMAN	Ras-related protein Rab-38 (Melanoma antigen NY-MEL-1)
27161	A4FVC0	A4FVC0_HUMAN	Protein argonaute (Fragment)
27161	Q9UKV8	AGO2_HUMAN	Protein argonaute-2 (Argonaute2) (hAgo2) (EC 3.1.26.n2) (Argonaute RISC catalytic component 2) (Eukaryotic translation initiation factor 2C 2) (eIF-2C 2) (eIF2C 2) (PAZ Piwi domain protein) (PPD) (Protein slicer)
10608	Q14582	MAD4_HUMAN	Max dimerization protein 4 (Max dimerizer 4) (Class C basic helix-loop-helix protein 12) (bHLHc12) (Max-associated protein 4) (Max-interacting transcriptional repressor MAD4)
1164	P33552	CKS2_HUMAN	Cyclin-dependent kinases regulatory subunit 2 (CKS-2)
164781	Q8N136	DAW1_HUMAN	Dynein assembly factor with WDR repeat domains 1 (Outer row dynein assembly protein 16 homolog) (WD repeat-containing protein 69)
2181	B3KMA6	B3KMA6_HUMAN	cDNA FLJ10609 fis, clone NT2RP2005276, highly similar to Long-chain-fatty-acid--CoA ligase 3 (EC 6.2.1.3)
2181	O95573	ACSL3_HUMAN	Long-chain-fatty-acid--CoA ligase 3 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 3) (LACS 3)
79586	Q8IZ52	CHSS2_HUMAN	Chondroitin sulfate synthase 2 (EC 2.4.1.175) (EC 2.4.1.226) (Chondroitin glucuronyltransferase 2) (Chondroitin-polymerizing factor) (ChPF) (Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase II) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase II) (N-acetylgalactosaminyltransferase 2)
23549	Q9NV55	Q9NV55_HUMAN	cDNA FLJ10915 fis, clone OVARC1000288, weakly similar to VACUOLAR AMINOPEPTIDASE I (EC 3.4.11.22)
23549	Q9ULA0	DNPEP_HUMAN	Aspartyl aminopeptidase (EC 3.4.11.21)
3623	P05111	INHA_HUMAN	Inhibin alpha chain
23363	O75147	OBSL1_HUMAN	Obscurin-like protein 1
23363	Q9H8B3	Q9H8B3_HUMAN	cDNA FLJ13792 fis, clone THYRO1000072, weakly similar to MYOSIN LIGHT CHAIN KINASE, SMOOTH MUSCLE AND NON-MUSCLE ISOZYMES (EC 2.7.1.117)
6560	B4DF30	B4DF30_HUMAN	cDNA FLJ60065, highly similar to Solute carrier family 12 member 4
6560	Q9UP95	S12A4_HUMAN	Solute carrier family 12 member 4 (Electroneutral potassium-chloride cotransporter 1) (Erythroid K-Cl cotransporter 1) (hKCC1)
84080	Q9H0I2	ENKD1_HUMAN	Enkurin domain-containing protein 1
116151	Q96KR6	F210B_HUMAN	Protein FAM210B
90203	Q05DJ0	Q05DJ0_HUMAN	SNX21 protein (Sorting nexin-21)
90203	Q8WY78	Q8WY78_HUMAN	Chromosome 20 open reading frame 161, isoform CRA_a (PP3993) (cDNA FLJ34040 fis, clone FCBBF2005966) (cDNA FLJ38532 fis, clone HCHON2001099) (cDNA FLJ60421, highly similar to Sorting nexin-21)
90203	Q969T3	SNX21_HUMAN	Sorting nexin-21 (Sorting nexin L) (SNX-L)
6590	P03973	SLPI_HUMAN	Antileukoproteinase (ALP) (BLPI) (HUSI-1) (Mucus proteinase inhibitor) (MPI) (Protease inhibitor WAP4) (Secretory leukocyte protease inhibitor) (Seminal proteinase inhibitor) (WAP four-disulfide core domain protein 4)
140686	Q8IUB2	WFDC3_HUMAN	WAP four-disulfide core domain protein 3 (Putative protease inhibitor WAP14)
79183	B2RA57	B2RA57_HUMAN	cDNA, FLJ94708
79183	Q9BTX7	TTPAL_HUMAN	Alpha-tocopherol transfer protein-like
57580	Q8TCU6	PREX1_HUMAN	Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein (P-Rex1) (PtdIns(3,4,5)-dependent Rac exchanger 1)
3787	A2RUL8	A2RUL8_HUMAN	KCNS1 protein (Potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1, isoform CRA_b) (cDNA FLJ75995, highly similar to Homo sapiens potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1 (KCNS1), mRNA)
3787	Q96KK3	KCNS1_HUMAN	Potassium voltage-gated channel subfamily S member 1 (Delayed-rectifier K(+) channel alpha subunit 1) (Voltage-gated potassium channel subunit Kv9.1)
6385	P31431	SDC4_HUMAN	Syndecan-4 (SYND4) (Amphiglycan) (Ryudocan core protein)
8202	Q59EE8	Q59EE8_HUMAN	Nuclear receptor coactivator 3 isoform a variant (Fragment)
8202	Q9Y6Q9	NCOA3_HUMAN	Nuclear receptor coactivator 3 (NCoA-3) (EC 2.3.1.48) (ACTR) (Amplified in breast cancer 1 protein) (AIB-1) (CBP-interacting protein) (pCIP) (Class E basic helix-loop-helix protein 42) (bHLHe42) (Receptor-associated coactivator 3) (RAC-3) (Steroid receptor coactivator protein 3) (SRC-3) (Thyroid hormone receptor activator molecule 1) (TRAM-1)
51604	B7Z1N3	B7Z1N3_HUMAN	cDNA FLJ51050, highly similar to GPI transamidase component PIG-T (cDNA FLJ61680, highly similar to GPI transamidase component PIG-T)
51604	F6W983	F6W983_HUMAN	GPI transamidase component PIG-T (Fragment)
51604	Q969N2	PIGT_HUMAN	GPI transamidase component PIG-T (Phosphatidylinositol-glycan biosynthesis class T protein)
8785	A2RRP8	A2RRP8_HUMAN	Matrilin 4
8785	A5D8U1	A5D8U1_HUMAN	Matrilin 4
8785	A6NNA4	A6NNA4_HUMAN	Matrilin-4
8785	B3KQB2	B3KQB2_HUMAN	cDNA FLJ90112 fis, clone HEMBA1006707, highly similar to Matrilin-4
8785	O95460	MATN4_HUMAN	Matrilin-4
57727	Q9HCD5	NCOA5_HUMAN	Nuclear receptor coactivator 5 (NCoA-5) (Coactivator independent of AF-2) (CIA)
9217	O95292	VAPB_HUMAN	Vesicle-associated membrane protein-associated protein B/C (VAMP-B/VAMP-C) (VAMP-associated protein B/C) (VAP-B/VAP-C)
9217	Q53XM7	Q53XM7_HUMAN	VAMP (Vesicle-associated membrane protein)-associated protein B and C (VAMP (Vesicle-associated membrane protein)-associated protein B and C, isoform CRA_b) (cDNA FLJ13179 fis, clone NT2RP3003918, highly similar to Vesicle-associated membrane protein-associated protein B/C)
9217	Q6ZSP7	Q6ZSP7_HUMAN	cDNA FLJ45319 fis, clone BRHIP3005801, highly similar to Homo sapiens VAMP (vesicle-associated membrane protein)-associated protein B and C (VAPB)
514	P56381	ATP5E_HUMAN	ATP synthase subunit epsilon, mitochondrial (ATPase subunit epsilon)
84181	Q8TD26	CHD6_HUMAN	Chromodomain-helicase-DNA-binding protein 6 (CHD-6) (EC 3.6.4.12) (ATP-dependent helicase CHD6) (Radiation-induced gene B protein)
5335	P19174	PLCG1_HUMAN	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 (EC 3.1.4.11) (PLC-148) (Phosphoinositide phospholipase C-gamma-1) (Phospholipase C-II) (PLC-II) (Phospholipase C-gamma-1) (PLC-gamma-1)
5335	Q4LE43	Q4LE43_HUMAN	Phosphoinositide phospholipase C (EC 3.1.4.11) (Fragment)
5335	Q9UFY1	Q9UFY1_HUMAN	Phosphoinositide phospholipase C (EC 3.1.4.11) (Fragment)
6431	Q13247	SRSF6_HUMAN	Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)
10564	Q59FR3	Q59FR3_HUMAN	ADP-ribosylation factor guanine nucleotide-exchange factor 2 variant (Fragment)
10564	Q86TH5	Q86TH5_HUMAN	ARFGEF2 protein (Fragment)
10564	Q9Y6D5	BIG2_HUMAN	Brefeldin A-inhibited guanine nucleotide-exchange protein 2 (Brefeldin A-inhibited GEP 2) (ADP-ribosylation factor guanine nucleotide-exchange factor 2)
57169	Q9P2E3	ZNFX1_HUMAN	NFX1-type zinc finger-containing protein 1
1434	P55060	XPO2_HUMAN	Exportin-2 (Exp2) (Cellular apoptosis susceptibility protein) (Chromosome segregation 1-like protein) (Importin-alpha re-exporter)
57403	Q9UL26	RB22A_HUMAN	Ras-related protein Rab-22A (Rab-22)
5740	Q16647	PTGIS_HUMAN	Prostacyclin synthase (EC 5.3.99.4) (Prostaglandin I2 synthase)
6780	B3KRE0	B3KRE0_HUMAN	cDNA FLJ34086 fis, clone FCBBF3005320, highly similar to Double-stranded RNA-binding protein Staufen homolog 1
6780	O95793	STAU1_HUMAN	Double-stranded RNA-binding protein Staufen homolog 1
6780	Q6PJX3	Q6PJX3_HUMAN	STAU1 protein (Fragment)
6615	O95863	SNAI1_HUMAN	Zinc finger protein SNAI1 (Protein snail homolog 1) (Protein sna)
27304	O95396	MOCS3_HUMAN	Adenylyltransferase and sulfurtransferase MOCS3 (Molybdenum cofactor synthesis protein 3) (Molybdopterin synthase sulfurylase) (MPT synthase sulfurylase) [Includes: Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80) (Adenylyltransferase MOCS3) (Sulfur carrier protein MOCS2A adenylyltransferase); Molybdopterin-synthase sulfurtransferase (EC 2.8.1.11) (Sulfur carrier protein MOCS2A sulfurtransferase) (Sulfurtransferase MOCS3)]
8675	B4DJX9	B4DJX9_HUMAN	Syntaxin 16, isoform CRA_c (cDNA FLJ57384, highly similar to Syntaxin-16) (cDNA, FLJ79446, highly similar to Syntaxin-16)
8675	O14662	STX16_HUMAN	Syntaxin-16 (Syn16)
56937	Q5JY37	Q5JY37_HUMAN	Transmembrane, prostate androgen induced RNA, isoform CRA_c (cDNA FLJ55980, highly similar to Transmembrane prostate androgen-induced protein)
56937	Q969W9	PMEPA_HUMAN	Protein TMEPAI (Prostate transmembrane protein androgen induced 1) (Solid tumor-associated 1 protein) (Transmembrane prostate androgen-induced protein)
55905	Q9Y508	RN114_HUMAN	E3 ubiquitin-protein ligase RNF114 (EC 6.3.2.-) (RING finger protein 114) (Zinc finger protein 228) (Zinc finger protein 313)
55661	Q96GQ7	DDX27_HUMAN	Probable ATP-dependent RNA helicase DDX27 (EC 3.6.4.13) (DEAD box protein 27)
55653	Q8TDM0	BCAS4_HUMAN	Breast carcinoma-amplified sequence 4
60598	Q9H427	KCNKF_HUMAN	Potassium channel subfamily K member 15 (Acid-sensitive potassium channel protein TASK-5) (TWIK-related acid-sensitive K(+) channel 5) (Two pore potassium channel KT3.3) (Two pore K(+) channel KT3.3)
5105	P35558	PCKGC_HUMAN	Phosphoenolpyruvate carboxykinase, cytosolic [GTP] (PEPCK-C) (EC 4.1.1.32)
81030	Q9H171	ZBP1_HUMAN	Z-DNA-binding protein 1 (Tumor stroma and activated macrophage protein DLM-1)
140825	Q9BR09	NEUL2_HUMAN	Neuralized-like protein 2
4552	Q9UBK8	MTRR_HUMAN	Methionine synthase reductase (MSR) (EC 1.16.1.8)
79072	Q14CZ7	FAKD3_HUMAN	FAST kinase domain-containing protein 3
5184	P12955	PEPD_HUMAN	Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (Imidodipeptidase) (Peptidase D) (Proline dipeptidase) (Prolidase)
23096	Q5JU85	IQEC2_HUMAN	IQ motif and SEC7 domain-containing protein 2
6845	P51809	VAMP7_HUMAN	Vesicle-associated membrane protein 7 (VAMP-7) (Synaptobrevin-like protein 1) (Tetanus-insensitive VAMP) (Ti-VAMP)
7499	B4E289	B4E289_HUMAN	cDNA FLJ56768, highly similar to Glycoprotein Xg
7499	P55808	XG_HUMAN	Glycoprotein Xg (Protein PBDX)
10617	O95630	STABP_HUMAN	STAM-binding protein (EC 3.4.19.-) (Associated molecule with the SH3 domain of STAM) (Endosome-associated ubiquitin isopeptidase)
55577	C9JEV6	C9JEV6_HUMAN	N-acetyl-D-glucosamine kinase
55577	H7C286	H7C286_HUMAN	N-acetyl-D-glucosamine kinase
55577	Q9UJ70	NAGK_HUMAN	N-acetyl-D-glucosamine kinase (N-acetylglucosamine kinase) (EC 2.7.1.59) (GlcNAc kinase)
84693	Q96PE7	MCEE_HUMAN	Methylmalonyl-CoA epimerase, mitochondrial (EC 5.1.99.1) (DL-methylmalonyl-CoA racemase)
400961	Q9ULR5	PAI2B_HUMAN	Polyadenylate-binding protein-interacting protein 2B (PABP-interacting protein 2B) (PAIP-2B) (Poly(A)-binding protein-interacting protein 2B)
11017	A8K513	A8K513_HUMAN	HCG1994066, isoform CRA_a (cDNA FLJ78125, highly similar to Homo sapiens putative nucleic acid binding protein RY-1 (RY1), mRNA) (cDNA, FLJ92318, Homo sapiens putative nucleic acid binding protein RY-1 (RY1),mRNA)
11017	Q8WVK2	SNR27_HUMAN	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein (U4/U6.U5 snRNP 27 kDa protein) (U4/U6.U5-27K) (Nucleic acid-binding protein RY-1) (U4/U6.U5 tri-snRNP-associated 27 kDa protein) (27K) (U4/U6.U5 tri-snRNP-associated protein 3)
10199	O00566	MPP10_HUMAN	U3 small nucleolar ribonucleoprotein protein MPP10 (M phase phosphoprotein 10)
10396	Q9Y2Q0	AT8A1_HUMAN	Phospholipid-transporting ATPase IA (EC 3.6.3.1) (ATPase class I type 8A member 1) (Chromaffin granule ATPase II) (P4-ATPase flippase complex alpha subunit ATP8A1)
23326	Q9UPT9	UBP22_HUMAN	Ubiquitin carboxyl-terminal hydrolase 22 (EC 3.4.19.12) (Deubiquitinating enzyme 22) (Ubiquitin thioesterase 22) (Ubiquitin-specific-processing protease 22)
79983	Q8WVV4	POF1B_HUMAN	Protein POF1B (Premature ovarian failure protein 1B)
64344	B2RBI6	B2RBI6_HUMAN	cDNA, FLJ95531, highly similar to Homo sapiens hypoxia inducible factor 3, alpha subunit (HIF3A), transcript variant 1, mRNA
64344	H0YDZ5	H0YDZ5_HUMAN	Hypoxia inducible factor 3, alpha subunit, isoform CRA_a (Hypoxia-inducible factor 3-alpha)
64344	Q9Y2N7	HIF3A_HUMAN	Hypoxia-inducible factor 3-alpha (HIF-3-alpha) (HIF3-alpha) (Basic-helix-loop-helix-PAS protein MOP7) (Class E basic helix-loop-helix protein 17) (bHLHe17) (HIF3-alpha-1) (Inhibitory PAS domain protein) (IPAS) (Member of PAS protein 7) (PAS domain-containing protein 7)
79177	Q9H609	ZN576_HUMAN	Zinc finger protein 576
7596	Q02386	ZNF45_HUMAN	Zinc finger protein 45 (BRC1744) (Zinc finger protein 13) (Zinc finger protein KOX5)
27076	B2RBR3	B2RBR3_HUMAN	LY6/PLAUR domain containing 3 (cDNA PSEC0157 fis, clone PLACE1008238, highly similar to Ly6/PLAUR domain-containing protein 3) (cDNA, FLJ95643, Homo sapiens GPI-anchored metastasis-associated protein homolog(C4.4A), mRNA)
27076	O95274	LYPD3_HUMAN	Ly6/PLAUR domain-containing protein 3 (GPI-anchored metastasis-associated protein C4.4A homolog) (Matrigel-induced gene C4 protein) (MIG-C4)
4693	Q00604	NDP_HUMAN	Norrin (Norrie disease protein) (X-linked exudative vitreoretinopathy 2 protein)
8239	Q6P468	Q6P468_HUMAN	USP9X protein (Fragment)
8239	Q86X58	Q86X58_HUMAN	USP9X protein (Fragment)
8239	Q93008	USP9X_HUMAN	Probable ubiquitin carboxyl-terminal hydrolase FAF-X (EC 3.4.19.12) (Deubiquitinating enzyme FAF-X) (Fat facets in mammals) (hFAM) (Fat facets protein-related, X-linked) (Ubiquitin thioesterase FAF-X) (Ubiquitin-specific protease 9, X chromosome) (Ubiquitin-specific-processing protease FAF-X)
2162	P00488	F13A_HUMAN	Coagulation factor XIII A chain (Coagulation factor XIIIa) (EC 2.3.2.13) (Protein-glutamine gamma-glutamyltransferase A chain) (Transglutaminase A chain)
55809	Q05GC8	Q05GC8_HUMAN	Breast cancer anti-estrogen resistance 2 (Transcriptional-regulating factor 1)
55809	Q96PN7	TREF1_HUMAN	Transcriptional-regulating factor 1 (Breast cancer anti-estrogen resistance 2) (Transcriptional-regulating protein 132) (Zinc finger protein rapa) (Zinc finger transcription factor TReP-132)
10385	Q8WVV5	BT2A2_HUMAN	Butyrophilin subfamily 2 member A2
23408	Q9NXA8	SIR5_HUMAN	NAD-dependent protein deacylase sirtuin-5, mitochondrial (EC 3.5.1.-) (Regulatory protein SIR2 homolog 5) (SIR2-like protein 5)
57380	B4DSN2	B4DSN2_HUMAN	cDNA FLJ52740, highly similar to Magnesium transporter MRS2L, mitochondrial
57380	Q9HD23	MRS2_HUMAN	Magnesium transporter MRS2 homolog, mitochondrial (MRS2-like protein)
56897	Q96S55	WRIP1_HUMAN	ATPase WRNIP1 (EC 3.6.1.3) (Werner helicase-interacting protein 1)
88745	Q96EU6	RRP36_HUMAN	Ribosomal RNA processing protein 36 homolog
6631	P09234	RU1C_HUMAN	U1 small nuclear ribonucleoprotein C (U1 snRNP C) (U1-C) (U1C)
6631	Q5TAL4	Q5TAL4_HUMAN	U1 small nuclear ribonucleoprotein C (U1 snRNP C) (U1-C) (U1C)
5269	P35237	SPB6_HUMAN	Serpin B6 (Cytoplasmic antiproteinase) (CAP) (Peptidase inhibitor 6) (PI-6) (Placental thrombin inhibitor)
57510	Q9HAV4	XPO5_HUMAN	Exportin-5 (Exp5) (Ran-binding protein 21)
89845	Q5T3U5	MRP7_HUMAN	Multidrug resistance-associated protein 7 (ATP-binding cassette sub-family C member 10)
5190	Q13608	PEX6_HUMAN	Peroxisome assembly factor 2 (PAF-2) (Peroxin-6) (Peroxisomal biogenesis factor 6) (Peroxisomal-type ATPase 1)
5190	Q8WYQ1	Q8WYQ1_HUMAN	Peroxin Pex6p (Peroxisomal biogenesis factor 6, isoform CRA_d)
4835	B3KPX6	B3KPX6_HUMAN	cDNA FLJ32419 fis, clone SKMUS2000894, highly similar to Ribosyldihydronicotinamide dehydrogenase
4835	P16083	NQO2_HUMAN	Ribosyldihydronicotinamide dehydrogenase [quinone] (EC 1.10.99.2) (NRH dehydrogenase [quinone] 2) (NRH:quinone oxidoreductase 2) (Quinone reductase 2) (QR2)
4835	Q5TD07	Q5TD07_HUMAN	Ribosyldihydronicotinamide dehydrogenase [quinone]
29964	Q2TBC4	PRIC4_HUMAN	Prickle-like protein 4 (Overexpressed breast tumor protein)
100188893	Q96B49	TOM6_HUMAN	Mitochondrial import receptor subunit TOM6 homolog (Overexpressed breast tumor protein) (Translocase of outer membrane 6 kDa subunit homolog)
221443	Q9Y530	OARD1_HUMAN	O-acetyl-ADP-ribose deacetylase 1 (EC 3.5.1.-)
222643	H8YHX0	H8YHX0_HUMAN	MUXA protein
222643	Q8IV45	UN5CL_HUMAN	UNC5C-like protein (Protein unc-5 homolog C-like) (ZU5 and death domain-containing protein)
57505	Q5JTZ9	SYAM_HUMAN	Alanine--tRNA ligase, mitochondrial (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)
346157	Q9UJN7	ZN391_HUMAN	Zinc finger protein 391
6204	P46783	RS10_HUMAN	40S ribosomal protein S10
4337	Q9NZB8	MOCS1_HUMAN	Molybdenum cofactor biosynthesis protein 1 (Cell migration-inducing gene 11 protein) (Molybdenum cofactor synthesis-step 1 protein A-B) [Includes: Cyclic pyranopterin monophosphate synthase (EC 4.1.99.18) (Molybdenum cofactor biosynthesis protein A); Cyclic pyranopterin monophosphate synthase accessory protein (Molybdenum cofactor biosynthesis protein C)]
9477	Q9H944	MED20_HUMAN	Mediator of RNA polymerase II transcription subunit 20 (Mediator complex subunit 20) (TRF-proximal protein homolog) (hTRFP)
6903	Q15814	TBCC_HUMAN	Tubulin-specific chaperone C (Tubulin-folding cofactor C) (CFC)
9587	Q15013	MD2BP_HUMAN	MAD2L1-binding protein (Caught by MAD2 protein)
116138	Q9BQ90	KLDC3_HUMAN	Kelch domain-containing protein 3 (Protein Peas) (Testis intracellular mediator protein)
54210	Q38L15	Q38L15_HUMAN	Triggering receptor expressed on myeloid cells 1 (Triggering receptor expressed on myeloid cells 1, isoform CRA_a) (cDNA, FLJ93589, Homo sapiens triggering receptor expressed on myeloid cells 1 (TREM1), mRNA)
54210	Q9NP99	TREM1_HUMAN	Triggering receptor expressed on myeloid cells 1 (TREM-1) (Triggering receptor expressed on monocytes 1) (CD antigen CD354)
4201	Q16626	MEA1_HUMAN	Male-enhanced antigen 1 (MEA-1)
401265	Q9H511	KLH31_HUMAN	Kelch-like protein 31 (BTB and kelch domain-containing protein 6) (Kelch repeat and BTB domain-containing protein 1) (Kelch-like protein KLHL)
81578	Q96P44	COLA1_HUMAN	Collagen alpha-1(XXI) chain
1026	P38936	CDN1A_HUMAN	Cyclin-dependent kinase inhibitor 1 (CDK-interacting protein 1) (Melanoma differentiation-associated protein 6) (MDA-6) (p21)
6659	Q06945	SOX4_HUMAN	Transcription factor SOX-4
2739	Q04760	LGUL_HUMAN	Lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase)
2739	X5DNM4	X5DNM4_HUMAN	Lactoylglutathione lyase (EC 4.4.1.5) (Glyoxalase I) (Fragment)
57699	Q9HCH3	CPNE5_HUMAN	Copine-5 (Copine V)
89822	Q96T54	KCNKH_HUMAN	Potassium channel subfamily K member 17 (2P domain potassium channel Talk-2) (Acid-sensitive potassium channel protein TASK-4) (TWIK-related acid-sensitive K(+) channel 4) (TWIK-related alkaline pH-activated K(+) channel 2) (TALK-2)
6239	Q92766	RREB1_HUMAN	Ras-responsive element-binding protein 1 (RREB-1) (Finger protein in nuclear bodies) (Raf-responsive zinc finger protein LZ321) (Zinc finger motif enhancer-binding protein 1) (Zep-1)
6745	C9JBX5	C9JBX5_HUMAN	Translocon-associated protein subunit alpha
6745	P43307	SSRA_HUMAN	Translocon-associated protein subunit alpha (TRAP-alpha) (Signal sequence receptor subunit alpha) (SSR-alpha)
83732	Q9BRS2	RIOK1_HUMAN	Serine/threonine-protein kinase RIO1 (EC 2.7.11.1) (RIO kinase 1)
83732	Q9H2L9	Q9H2L9_HUMAN	AD034
51299	Q9NPD7	NRN1_HUMAN	Neuritin
51000	B2R8V5	B2R8V5_HUMAN	cDNA, FLJ94080, highly similar to Homo sapiens solute carrier family 35, member B3 (SLC35B3), mRNA
51000	B4E1Q6	B4E1Q6_HUMAN	cDNA FLJ55270, highly similar to Solute carrier family 35 member B3
51000	Q9H1N7	S35B3_HUMAN	Adenosine 3'-phospho 5'-phosphosulfate transporter 2 (3'-phosphoadenosine 5'-phosphosulfate transporter) (PAPS transporter 2) (Solute carrier family 35 member B3)
10799	O75818	RPP40_HUMAN	Ribonuclease P protein subunit p40 (RNaseP protein p40) (EC 3.1.26.5) (RNase P subunit 1)
6310	P54253	ATX1_HUMAN	Ataxin-1 (Spinocerebellar ataxia type 1 protein)
6310	Q96FF1	Q96FF1_HUMAN	ATXN1 protein (Fragment)
9972	P49790	NU153_HUMAN	Nuclear pore complex protein Nup153 (153 kDa nucleoporin) (Nucleoporin Nup153)
